YEAR,QUARTER,MONTH,DATE,STORE_ID,STORE_NAME,STORE_SIZE,REGION,PRODUCT_ID,BRAND,PRODUCT_CATEGORY,PRODUCT_DIVISION,PRODUCT_NAME,SELLING_PRICE_PER_UNIT,UNITS_SOLD,COST_PER_UNIT
2023,2,5,2023-05-11 0:00,84,ABCX,16434,North,147,Lumix,Beverages,Food,Item K_8,12.88,3,4.23
2023,2,5,2023-05-11 0:00,23,NAAP,81228,East,149,Kryta,Beverages,Food,Item J_13,13.99,5,5.3
2023,2,5,2023-05-12 0:00,46,CRYM,89860,East,29,Zentra,Safety Gear,Tools,Item P_6,167.68,2,65.43
2023,2,5,2023-05-12 0:00,1,MTMA,49251,North,30,Novex,Safety Gear,Tools,Item G_3,55.86,2,19.61
2023,2,5,2023-05-12 0:00,81,OBQH,91812,East,57,Quanta,Fitness,Sports,Item I_5,172.27,1,113.48
2023,2,5,2023-05-12 0:00,40,ILBC,24444,East,78,Lumix,Team Sports,Sports,Item H_6,46.18,1,31.11
2023,2,5,2023-05-12 0:00,71,LSYH,89550,West,88,Zentra,Decor,Gardening,Item I_6,56.41,4,26.63
2023,2,5,2023-05-12 0:00,84,ABCX,16434,North,100,Novex,Decor,Gardening,Item J_9,17.05,3,9.38
2023,2,5,2023-05-12 0:00,11,XGOY,27482,North,106,Lumix,Garden Tools,Gardening,Item I_7,154.11,3,78.59
2023,2,5,2023-05-12 0:00,45,IEQX,84350,West,134,Fynix,Pantry,Food,Item B_5,21.51,4,14.8
2023,2,5,2023-05-12 0:00,23,NAAP,81228,East,160,Zentra,Snacks,Food,Item M_5,16.15,3,6.87
2023,2,5,2023-05-12 0:00,54,XPLF,72961,South,164,Trion,Snacks,Food,Item S_11,18.96,3,7.01
2023,2,5,2023-05-13 0:00,71,LSYH,89550,West,7,Fynix,Shirts,Apparel,Item F,63.85,1,44.3
2023,2,5,2023-05-13 0:00,40,ILBC,24444,East,45,Novex,Power Tools,Tools,Item L,85.96,2,45.13
2023,2,5,2023-05-13 0:00,54,XPLF,72961,South,47,Zentra,Power Tools,Tools,Item L_2,158.21,1,62.84
2023,2,5,2023-05-13 0:00,81,OBQH,91812,East,67,Novex,Team Sports,Sports,Item H_4,159.89,2,105.35
2023,2,5,2023-05-13 0:00,23,NAAP,81228,East,88,Zentra,Decor,Gardening,Item I_6,56.41,1,26.63
2023,2,5,2023-05-13 0:00,11,XGOY,27482,North,96,Fynix,Decor,Gardening,Item T_6,26.23,3,8.48
2023,2,5,2023-05-13 0:00,1,MTMA,49251,North,119,Quanta,Plants,Gardening,Item L_4,137.24,3,61.92
2023,2,5,2023-05-13 0:00,45,IEQX,84350,West,149,Kryta,Beverages,Food,Item J_13,13.99,4,5.3
2023,2,5,2023-05-13 0:00,84,ABCX,16434,North,149,Kryta,Beverages,Food,Item J_13,13.99,5,5.3
2023,2,5,2023-05-13 0:00,46,CRYM,89860,East,155,Trion,Beverages,Food,Item I_9,8.62,1,3.78
2023,2,5,2023-05-14 0:00,81,OBQH,91812,East,5,Vetra,Shirts,Apparel,Item P_3,129,5,58.2
2023,2,5,2023-05-14 0:00,46,CRYM,89860,East,30,Novex,Safety Gear,Tools,Item G_3,55.86,3,19.61
2023,2,5,2023-05-14 0:00,54,XPLF,72961,South,36,Solvo,Power Tools,Tools,Item R,29.32,2,19.42
2023,2,5,2023-05-14 0:00,23,NAAP,81228,East,66,Kryta,Fitness,Sports,Item B,144.39,1,95.81
2023,2,5,2023-05-14 0:00,71,LSYH,89550,West,68,Lumix,Team Sports,Sports,Item T_5,164.44,3,86.41
2023,2,5,2023-05-14 0:00,1,MTMA,49251,North,69,Novex,Team Sports,Sports,Item O_6,188.13,3,79.14
2023,2,5,2023-05-14 0:00,11,XGOY,27482,North,99,Solvo,Decor,Gardening,Item A_3,162.74,3,92.15
2023,2,5,2023-05-14 0:00,45,IEQX,84350,West,108,Quanta,Garden Tools,Gardening,Item E_7,113.26,2,40.39
2023,2,5,2023-05-14 0:00,84,ABCX,16434,North,136,Lumix,Pantry,Food,Item H_8,14.6,2,8.47
2023,2,5,2023-05-14 0:00,40,ILBC,24444,East,154,Kryta,Beverages,Food,Item A_9,28.99,2,16.47
2023,2,5,2023-05-15 0:00,11,XGOY,27482,North,4,Quanta,Shirts,Apparel,Item I,243.43,5,163.36
2023,2,5,2023-05-15 0:00,84,ABCX,16434,North,11,Lumix,Shirts,Apparel,Item T,219.04,2,89.48
2023,2,5,2023-05-15 0:00,46,CRYM,89860,East,17,Kryta,Shoes,Apparel,Item J_3,231.81,2,129.71
2023,2,5,2023-05-15 0:00,1,MTMA,49251,North,19,Vetra,Shoes,Apparel,Item G_2,265.32,5,85.93
2023,2,5,2023-05-15 0:00,71,LSYH,89550,West,33,Novex,Safety Gear,Tools,Item T_2,82.69,2,49.56
2023,2,5,2023-05-15 0:00,54,XPLF,72961,South,58,Fynix,Fitness,Sports,Item N,88.41,1,59.2
2023,2,5,2023-05-15 0:00,23,NAAP,81228,East,63,Quanta,Fitness,Sports,Item G_5,85.69,3,46.09
2023,2,5,2023-05-15 0:00,81,OBQH,91812,East,70,Kryta,Team Sports,Sports,Item S_3,181.7,4,88.96
2023,2,5,2023-05-15 0:00,45,IEQX,84350,West,98,Vetra,Decor,Gardening,Item J_8,127.51,2,38.96
2023,2,5,2023-05-15 0:00,40,ILBC,24444,East,143,Quanta,Beverages,Food,Item M_4,8.21,5,4.71
2023,2,5,2023-05-16 0:00,81,OBQH,91812,East,1,Zentra,Shirts,Apparel,Item P,188.36,3,105.13
2023,2,5,2023-05-16 0:00,1,MTMA,49251,North,41,Fynix,Power Tools,Tools,Item D_2,52.45,5,34.32
2023,2,5,2023-05-16 0:00,71,LSYH,89550,West,74,Vetra,Team Sports,Sports,Item H_5,183.53,2,122.98
2023,2,5,2023-05-16 0:00,84,ABCX,16434,North,102,Vetra,Decor,Gardening,Item Q_4,59.44,4,31.8
2023,2,5,2023-05-16 0:00,54,XPLF,72961,South,127,Trion,Plants,Gardening,Item P_10,154.06,5,54.75
2023,2,5,2023-05-16 0:00,23,NAAP,81228,East,134,Fynix,Pantry,Food,Item B_5,21.51,5,14.8
2023,2,5,2023-05-16 0:00,40,ILBC,24444,East,145,Trion,Beverages,Food,Item J_12,6.08,3,3.59
2023,2,5,2023-05-16 0:00,46,CRYM,89860,East,150,Kryta,Beverages,Food,Item K_10,7.96,2,2.9
2023,2,5,2023-05-16 0:00,45,IEQX,84350,West,155,Trion,Beverages,Food,Item I_9,8.62,4,3.78
2023,2,5,2023-05-16 0:00,11,XGOY,27482,North,157,Quanta,Snacks,Food,Item N_7,11.61,3,4.08
2023,2,5,2023-05-17 0:00,71,LSYH,89550,West,4,Quanta,Shirts,Apparel,Item I,243.43,2,163.36
2023,2,5,2023-05-17 0:00,54,XPLF,72961,South,29,Zentra,Safety Gear,Tools,Item P_6,167.68,3,65.43
2023,2,5,2023-05-17 0:00,1,MTMA,49251,North,96,Fynix,Decor,Gardening,Item T_6,26.23,5,8.48
2023,2,5,2023-05-17 0:00,84,ABCX,16434,North,129,Dexon,Pantry,Food,Item N_5,17.27,2,7.3
2023,2,5,2023-05-17 0:00,11,XGOY,27482,North,134,Fynix,Pantry,Food,Item B_5,21.51,1,14.8
2023,2,5,2023-05-17 0:00,45,IEQX,84350,West,134,Fynix,Pantry,Food,Item B_5,21.51,5,14.8
2023,2,5,2023-05-17 0:00,23,NAAP,81228,East,136,Lumix,Pantry,Food,Item H_8,14.6,5,8.47
2023,2,5,2023-05-17 0:00,46,CRYM,89860,East,143,Quanta,Beverages,Food,Item M_4,8.21,1,4.71
2023,2,5,2023-05-17 0:00,81,OBQH,91812,East,143,Quanta,Beverages,Food,Item M_4,8.21,3,4.71
2023,2,5,2023-05-17 0:00,40,ILBC,24444,East,152,Zentra,Beverages,Food,Item S_10,8.47,3,2.57
2023,2,5,2023-05-18 0:00,71,LSYH,89550,West,54,Kryta,Fitness,Sports,Item P_8,120.83,5,52.42
2023,2,5,2023-05-18 0:00,40,ILBC,24444,East,65,Zentra,Fitness,Sports,Item K_5,168.49,3,112.92
2023,2,5,2023-05-18 0:00,11,XGOY,27482,North,66,Kryta,Fitness,Sports,Item B,144.39,2,95.81
2023,2,5,2023-05-18 0:00,81,OBQH,91812,East,69,Novex,Team Sports,Sports,Item O_6,188.13,5,79.14
2023,2,5,2023-05-18 0:00,23,NAAP,81228,East,94,Novex,Decor,Gardening,Item S_4,95.88,2,52.58
2023,2,5,2023-05-18 0:00,46,CRYM,89860,East,101,Kryta,Decor,Gardening,Item O_8,76.79,5,36.38
2023,2,5,2023-05-18 0:00,54,XPLF,72961,South,104,Trion,Decor,Gardening,Item D_7,115.38,3,71.78
2023,2,5,2023-05-18 0:00,45,IEQX,84350,West,128,Dexon,Pantry,Food,Item B_4,20.01,2,8.07
2023,2,5,2023-05-18 0:00,84,ABCX,16434,North,140,Quanta,Pantry,Food,Item D_9,26.57,3,8.27
2023,2,5,2023-05-18 0:00,1,MTMA,49251,North,146,Vetra,Beverages,Food,Item P_12,6.2,2,2.07
2023,2,5,2023-05-19 0:00,1,MTMA,49251,North,10,Kryta,Shirts,Apparel,Item J,203.03,4,138.6
2023,2,5,2023-05-19 0:00,11,XGOY,27482,North,41,Fynix,Power Tools,Tools,Item D_2,52.45,1,34.32
2023,2,5,2023-05-19 0:00,54,XPLF,72961,South,46,Kryta,Power Tools,Tools,Item G_4,116.28,2,75.91
2023,2,5,2023-05-19 0:00,46,CRYM,89860,East,86,Zentra,Decor,Gardening,Item K_7,173.47,3,68.27
2023,2,5,2023-05-19 0:00,71,LSYH,89550,West,98,Vetra,Decor,Gardening,Item J_8,127.51,2,38.96
2023,2,5,2023-05-19 0:00,81,OBQH,91812,East,130,Quanta,Pantry,Food,Item S_7,14.26,3,9.84
2023,2,5,2023-05-19 0:00,40,ILBC,24444,East,139,Dexon,Pantry,Food,Item S_8,14.47,2,4.63
2023,2,5,2023-05-19 0:00,84,ABCX,16434,North,146,Vetra,Beverages,Food,Item P_12,6.2,5,2.07
2023,2,5,2023-05-19 0:00,23,NAAP,81228,East,157,Quanta,Snacks,Food,Item N_7,11.61,1,4.08
2023,2,5,2023-05-19 0:00,45,IEQX,84350,West,165,Kryta,Snacks,Food,Item B_8,10.59,3,5.14
2023,2,5,2023-05-20 0:00,84,ABCX,16434,North,6,Lumix,Shirts,Apparel,Item G,196.41,1,78.25
2023,2,5,2023-05-20 0:00,45,IEQX,84350,West,8,Quanta,Shirts,Apparel,Item K,55.93,4,34.08
2023,2,5,2023-05-20 0:00,81,OBQH,91812,East,18,Vetra,Shoes,Apparel,Item J_4,244.57,5,87.45
2023,2,5,2023-05-20 0:00,54,XPLF,72961,South,21,Solvo,Shoes,Apparel,Item J_5,64.03,2,19.67
2023,2,5,2023-05-20 0:00,40,ILBC,24444,East,32,Solvo,Safety Gear,Tools,Item E_2,27.55,2,17.7
2023,2,5,2023-05-20 0:00,46,CRYM,89860,East,43,Solvo,Power Tools,Tools,Item Q_2,154,2,68.98
2023,2,5,2023-05-20 0:00,23,NAAP,81228,East,78,Lumix,Team Sports,Sports,Item H_6,46.18,5,31.11
2023,2,5,2023-05-20 0:00,11,XGOY,27482,North,94,Novex,Decor,Gardening,Item S_4,95.88,1,52.58
2023,2,5,2023-05-20 0:00,1,MTMA,49251,North,108,Quanta,Garden Tools,Gardening,Item E_7,113.26,2,40.39
2023,2,5,2023-05-20 0:00,71,LSYH,89550,West,118,Zentra,Plants,Gardening,Item A_6,72.94,4,48.53
2023,2,5,2023-05-21 0:00,23,NAAP,81228,East,7,Fynix,Shirts,Apparel,Item F,63.85,2,44.3
2023,2,5,2023-05-21 0:00,1,MTMA,49251,North,26,Quanta,Safety Gear,Tools,Item D,15.73,5,7.01
2023,2,5,2023-05-21 0:00,45,IEQX,84350,West,64,Dexon,Fitness,Sports,Item G_6,69.31,2,34.59
2023,2,5,2023-05-21 0:00,54,XPLF,72961,South,67,Novex,Team Sports,Sports,Item H_4,159.89,1,105.35
2023,2,5,2023-05-21 0:00,81,OBQH,91812,East,95,Fynix,Decor,Gardening,Item D_6,20.53,5,7.16
2023,2,5,2023-05-21 0:00,46,CRYM,89860,East,102,Vetra,Decor,Gardening,Item Q_4,59.44,3,31.8
2023,2,5,2023-05-21 0:00,84,ABCX,16434,North,117,Fynix,Plants,Gardening,Item O_9,64.75,4,26.41
2023,2,5,2023-05-21 0:00,40,ILBC,24444,East,122,Novex,Plants,Gardening,Item M_3,107.72,3,61.25
2023,2,5,2023-05-21 0:00,11,XGOY,27482,North,125,Dexon,Plants,Gardening,Item E_8,120.87,5,52.82
2023,2,5,2023-05-21 0:00,71,LSYH,89550,West,136,Lumix,Pantry,Food,Item H_8,14.6,1,8.47
2023,2,5,2023-05-22 0:00,54,XPLF,72961,South,23,Trion,Shoes,Apparel,Item O,115.71,4,54.89
2023,2,5,2023-05-22 0:00,23,NAAP,81228,East,28,Kryta,Safety Gear,Tools,Item K_2,146.95,3,80.02
2023,2,5,2023-05-22 0:00,84,ABCX,16434,North,71,Vetra,Team Sports,Sports,Item E_4,145.38,1,47.74
2023,2,5,2023-05-22 0:00,45,IEQX,84350,West,72,Solvo,Team Sports,Sports,Item E_5,132.74,5,86.02
2023,2,5,2023-05-22 0:00,71,LSYH,89550,West,107,Dexon,Garden Tools,Gardening,Item A_4,74.62,1,29.31
2023,2,5,2023-05-22 0:00,11,XGOY,27482,North,112,Quanta,Garden Tools,Gardening,Item N_4,170.18,2,74.03
2023,2,5,2023-05-22 0:00,81,OBQH,91812,East,121,Fynix,Plants,Gardening,Item I_8,90.37,1,51.29
2023,2,5,2023-05-22 0:00,40,ILBC,24444,East,130,Quanta,Pantry,Food,Item S_7,14.26,3,9.84
2023,2,5,2023-05-22 0:00,1,MTMA,49251,North,136,Lumix,Pantry,Food,Item H_8,14.6,4,8.47
2023,2,5,2023-05-22 0:00,46,CRYM,89860,East,136,Lumix,Pantry,Food,Item H_8,14.6,4,8.47
2023,2,5,2023-05-23 0:00,1,MTMA,49251,North,26,Quanta,Safety Gear,Tools,Item D,15.73,5,7.01
2023,2,5,2023-05-23 0:00,71,LSYH,89550,West,38,Zentra,Power Tools,Tools,Item E_3,152.08,4,64.21
2023,2,5,2023-05-23 0:00,81,OBQH,91812,East,46,Kryta,Power Tools,Tools,Item G_4,116.28,3,75.91
2023,2,5,2023-05-23 0:00,45,IEQX,84350,West,78,Lumix,Team Sports,Sports,Item H_6,46.18,4,31.11
2023,2,5,2023-05-23 0:00,40,ILBC,24444,East,79,Quanta,Team Sports,Sports,Item D_3,145.49,3,67.31
2023,2,5,2023-05-23 0:00,54,XPLF,72961,South,128,Dexon,Pantry,Food,Item B_4,20.01,4,8.07
2023,2,5,2023-05-23 0:00,46,CRYM,89860,East,139,Dexon,Pantry,Food,Item S_8,14.47,4,4.63
2023,2,5,2023-05-23 0:00,11,XGOY,27482,North,148,Quanta,Beverages,Food,Item K_9,13.49,3,5.17
2023,2,5,2023-05-23 0:00,84,ABCX,16434,North,151,Quanta,Beverages,Food,Item E_9,27.04,4,18.07
2023,2,5,2023-05-23 0:00,23,NAAP,81228,East,153,Lumix,Beverages,Food,Item D_10,24.71,4,10.37
2023,2,5,2023-05-24 0:00,1,MTMA,49251,North,19,Vetra,Shoes,Apparel,Item G_2,265.32,3,85.93
2023,2,5,2023-05-24 0:00,71,LSYH,89550,West,25,Trion,Safety Gear,Tools,Item P_5,80.33,1,34.19
2023,2,5,2023-05-24 0:00,46,CRYM,89860,East,41,Fynix,Power Tools,Tools,Item D_2,52.45,1,34.32
2023,2,5,2023-05-24 0:00,54,XPLF,72961,South,56,Vetra,Fitness,Sports,Item K_4,113.52,5,50.13
2023,2,5,2023-05-24 0:00,11,XGOY,27482,North,84,Lumix,Team Sports,Sports,Item H_7,124.13,3,49.27
2023,2,5,2023-05-24 0:00,45,IEQX,84350,West,92,Lumix,Decor,Gardening,Item C_4,126.6,1,65.69
2023,2,5,2023-05-24 0:00,40,ILBC,24444,East,132,Trion,Pantry,Food,Item G_9,14.58,2,10.08
2023,2,5,2023-05-24 0:00,23,NAAP,81228,East,134,Fynix,Pantry,Food,Item B_5,21.51,4,14.8
2023,2,5,2023-05-24 0:00,81,OBQH,91812,East,139,Dexon,Pantry,Food,Item S_8,14.47,2,4.63
2023,2,5,2023-05-24 0:00,84,ABCX,16434,North,146,Vetra,Beverages,Food,Item P_12,6.2,3,2.07
2023,2,5,2023-05-25 0:00,23,NAAP,81228,East,27,Fynix,Safety Gear,Tools,Item O_2,182.59,5,113.35
2023,2,5,2023-05-25 0:00,1,MTMA,49251,North,30,Novex,Safety Gear,Tools,Item G_3,55.86,1,19.61
2023,2,5,2023-05-25 0:00,71,LSYH,89550,West,86,Zentra,Decor,Gardening,Item K_7,173.47,3,68.27
2023,2,5,2023-05-25 0:00,45,IEQX,84350,West,88,Zentra,Decor,Gardening,Item I_6,56.41,5,26.63
2023,2,5,2023-05-25 0:00,81,OBQH,91812,East,114,Quanta,Garden Tools,Gardening,Item A_5,22.06,3,13.18
2023,2,5,2023-05-25 0:00,84,ABCX,16434,North,121,Fynix,Plants,Gardening,Item I_8,90.37,5,51.29
2023,2,5,2023-05-25 0:00,46,CRYM,89860,East,123,Solvo,Plants,Gardening,Item S_5,65.61,3,40.58
2023,2,5,2023-05-25 0:00,40,ILBC,24444,East,137,Fynix,Pantry,Food,Item R_6,14.43,5,8.92
2023,2,5,2023-05-25 0:00,54,XPLF,72961,South,151,Quanta,Beverages,Food,Item E_9,27.04,2,18.07
2023,2,5,2023-05-25 0:00,11,XGOY,27482,North,152,Zentra,Beverages,Food,Item S_10,8.47,5,2.57
2023,2,5,2023-05-26 0:00,84,ABCX,16434,North,19,Vetra,Shoes,Apparel,Item G_2,265.32,4,85.93
2023,2,5,2023-05-26 0:00,23,NAAP,81228,East,47,Zentra,Power Tools,Tools,Item L_2,158.21,5,62.84
2023,2,5,2023-05-26 0:00,11,XGOY,27482,North,51,Dexon,Fitness,Sports,Item T_4,129.3,1,87.95
2023,2,5,2023-05-26 0:00,54,XPLF,72961,South,53,Vetra,Fitness,Sports,Item O_5,51.86,4,33.94
2023,2,5,2023-05-26 0:00,45,IEQX,84350,West,56,Vetra,Fitness,Sports,Item K_4,113.52,1,50.13
2023,2,5,2023-05-26 0:00,81,OBQH,91812,East,88,Zentra,Decor,Gardening,Item I_6,56.41,2,26.63
2023,2,5,2023-05-26 0:00,1,MTMA,49251,North,127,Trion,Plants,Gardening,Item P_10,154.06,2,54.75
2023,2,5,2023-05-26 0:00,46,CRYM,89860,East,143,Quanta,Beverages,Food,Item M_4,8.21,2,4.71
2023,2,5,2023-05-26 0:00,71,LSYH,89550,West,151,Quanta,Beverages,Food,Item E_9,27.04,3,18.07
2023,2,5,2023-05-26 0:00,40,ILBC,24444,East,163,Lumix,Snacks,Food,Item B_7,17.7,3,5.45
2023,2,5,2023-05-27 0:00,45,IEQX,84350,West,8,Quanta,Shirts,Apparel,Item K,55.93,5,34.08
2023,2,5,2023-05-27 0:00,1,MTMA,49251,North,9,Novex,Shirts,Apparel,Item A,213.68,5,147.47
2023,2,5,2023-05-27 0:00,23,NAAP,81228,East,22,Lumix,Shoes,Apparel,Item S_2,68.5,5,29.93
2023,2,5,2023-05-27 0:00,54,XPLF,72961,South,34,Novex,Safety Gear,Tools,Item O_3,70.82,5,23.35
2023,2,5,2023-05-27 0:00,71,LSYH,89550,West,42,Solvo,Power Tools,Tools,Item I_4,104.87,3,65.76
2023,2,5,2023-05-27 0:00,84,ABCX,16434,North,51,Dexon,Fitness,Sports,Item T_4,129.3,4,87.95
2023,2,5,2023-05-27 0:00,11,XGOY,27482,North,85,Quanta,Team Sports,Sports,Item G_8,171.12,2,78.55
2023,2,5,2023-05-27 0:00,40,ILBC,24444,East,106,Lumix,Garden Tools,Gardening,Item I_7,154.11,1,78.59
2023,2,5,2023-05-27 0:00,46,CRYM,89860,East,144,Quanta,Beverages,Food,Item A_8,11.32,1,6.16
2023,2,5,2023-05-27 0:00,81,OBQH,91812,East,156,Trion,Snacks,Food,Item O_10,19.43,1,8.73
2023,2,5,2023-05-28 0:00,23,NAAP,81228,East,11,Lumix,Shirts,Apparel,Item T,219.04,3,89.48
2023,2,5,2023-05-28 0:00,1,MTMA,49251,North,17,Kryta,Shoes,Apparel,Item J_3,231.81,5,129.71
2023,2,5,2023-05-28 0:00,11,XGOY,27482,North,36,Solvo,Power Tools,Tools,Item R,29.32,2,19.42
2023,2,5,2023-05-28 0:00,84,ABCX,16434,North,57,Quanta,Fitness,Sports,Item I_5,172.27,4,113.48
2023,2,5,2023-05-28 0:00,45,IEQX,84350,West,64,Dexon,Fitness,Sports,Item G_6,69.31,5,34.59
2023,2,5,2023-05-28 0:00,81,OBQH,91812,East,78,Lumix,Team Sports,Sports,Item H_6,46.18,4,31.11
2023,2,5,2023-05-28 0:00,54,XPLF,72961,South,129,Dexon,Pantry,Food,Item N_5,17.27,3,7.3
2023,2,5,2023-05-28 0:00,71,LSYH,89550,West,147,Lumix,Beverages,Food,Item K_8,12.88,5,4.23
2023,2,5,2023-05-28 0:00,40,ILBC,24444,East,153,Lumix,Beverages,Food,Item D_10,24.71,2,10.37
2023,2,5,2023-05-28 0:00,46,CRYM,89860,East,154,Kryta,Beverages,Food,Item A_9,28.99,5,16.47
2023,2,5,2023-05-29 0:00,54,XPLF,72961,South,54,Kryta,Fitness,Sports,Item P_8,120.83,3,52.42
2023,2,5,2023-05-29 0:00,84,ABCX,16434,North,86,Zentra,Decor,Gardening,Item K_7,173.47,3,68.27
2023,2,5,2023-05-29 0:00,45,IEQX,84350,West,94,Novex,Decor,Gardening,Item S_4,95.88,2,52.58
2023,2,5,2023-05-29 0:00,81,OBQH,91812,East,101,Kryta,Decor,Gardening,Item O_8,76.79,5,36.38
2023,2,5,2023-05-29 0:00,40,ILBC,24444,East,114,Quanta,Garden Tools,Gardening,Item A_5,22.06,1,13.18
2023,2,5,2023-05-29 0:00,46,CRYM,89860,East,121,Fynix,Plants,Gardening,Item I_8,90.37,2,51.29
2023,2,5,2023-05-29 0:00,23,NAAP,81228,East,126,Zentra,Plants,Gardening,Item C_7,12.9,5,4.77
2023,2,5,2023-05-29 0:00,11,XGOY,27482,North,149,Kryta,Beverages,Food,Item J_13,13.99,5,5.3
2023,2,5,2023-05-29 0:00,71,LSYH,89550,West,158,Kryta,Snacks,Food,Item K_11,23.03,3,11.59
2023,2,5,2023-05-29 0:00,1,MTMA,49251,North,164,Trion,Snacks,Food,Item S_11,18.96,5,7.01
2023,2,5,2023-05-30 0:00,46,CRYM,89860,East,10,Kryta,Shirts,Apparel,Item J,203.03,4,138.6
2023,2,5,2023-05-30 0:00,45,IEQX,84350,West,20,Dexon,Shoes,Apparel,Item P_4,196.68,1,107.89
2023,2,5,2023-05-30 0:00,81,OBQH,91812,East,33,Novex,Safety Gear,Tools,Item T_2,82.69,1,49.56
2023,2,5,2023-05-30 0:00,71,LSYH,89550,West,103,Fynix,Decor,Gardening,Item J_10,106.13,4,44.22
2023,2,5,2023-05-30 0:00,23,NAAP,81228,East,126,Zentra,Plants,Gardening,Item C_7,12.9,1,4.77
2023,2,5,2023-05-30 0:00,1,MTMA,49251,North,137,Fynix,Pantry,Food,Item R_6,14.43,3,8.92
2023,2,5,2023-05-30 0:00,84,ABCX,16434,North,139,Dexon,Pantry,Food,Item S_8,14.47,2,4.63
2023,2,5,2023-05-30 0:00,40,ILBC,24444,East,147,Lumix,Beverages,Food,Item K_8,12.88,3,4.23
2023,2,5,2023-05-30 0:00,11,XGOY,27482,North,151,Quanta,Beverages,Food,Item E_9,27.04,2,18.07
2023,2,5,2023-05-30 0:00,54,XPLF,72961,South,152,Zentra,Beverages,Food,Item S_10,8.47,1,2.57
2023,2,5,2023-05-31 0:00,11,XGOY,27482,North,5,Vetra,Shirts,Apparel,Item P_3,129,3,58.2
2023,2,5,2023-05-31 0:00,46,CRYM,89860,East,15,Trion,Shoes,Apparel,Item H,143.75,3,75.91
2023,2,5,2023-05-31 0:00,45,IEQX,84350,West,33,Novex,Safety Gear,Tools,Item T_2,82.69,1,49.56
2023,2,5,2023-05-31 0:00,40,ILBC,24444,East,47,Zentra,Power Tools,Tools,Item L_2,158.21,2,62.84
2023,2,5,2023-05-31 0:00,54,XPLF,72961,South,52,Dexon,Fitness,Sports,Item P_7,184.52,2,116.39
2023,2,5,2023-05-31 0:00,81,OBQH,91812,East,56,Vetra,Fitness,Sports,Item K_4,113.52,5,50.13
2023,2,5,2023-05-31 0:00,71,LSYH,89550,West,110,Solvo,Garden Tools,Gardening,Item C_5,34.61,4,23.6
2023,2,5,2023-05-31 0:00,84,ABCX,16434,North,125,Dexon,Plants,Gardening,Item E_8,120.87,4,52.82
2023,2,5,2023-05-31 0:00,1,MTMA,49251,North,136,Lumix,Pantry,Food,Item H_8,14.6,5,8.47
2023,2,5,2023-05-31 0:00,23,NAAP,81228,East,153,Lumix,Beverages,Food,Item D_10,24.71,2,10.37
2023,2,6,2023-06-01 0:00,81,OBQH,91812,East,2,Novex,Shirts,Apparel,Item P_2,217.85,2,114.86
2023,2,6,2023-06-01 0:00,71,LSYH,89550,West,44,Solvo,Power Tools,Tools,Item C_2,29.73,1,13.61
2023,2,6,2023-06-01 0:00,11,XGOY,27482,North,67,Novex,Team Sports,Sports,Item H_4,159.89,1,105.35
2023,2,6,2023-06-01 0:00,40,ILBC,24444,East,68,Lumix,Team Sports,Sports,Item T_5,164.44,2,86.41
2023,2,6,2023-06-01 0:00,54,XPLF,72961,South,69,Novex,Team Sports,Sports,Item O_6,188.13,1,79.14
2023,2,6,2023-06-01 0:00,46,CRYM,89860,East,76,Zentra,Team Sports,Sports,Item N_2,193.04,1,73.14
2023,2,6,2023-06-01 0:00,45,IEQX,84350,West,87,Solvo,Decor,Gardening,Item E_6,185.16,1,90.22
2023,2,6,2023-06-01 0:00,1,MTMA,49251,North,101,Kryta,Decor,Gardening,Item O_8,76.79,3,36.38
2023,2,6,2023-06-01 0:00,84,ABCX,16434,North,129,Dexon,Pantry,Food,Item N_5,17.27,2,7.3
2023,2,6,2023-06-01 0:00,23,NAAP,81228,East,131,Zentra,Pantry,Food,Item P_11,19.59,4,6.47
2023,2,6,2023-06-02 0:00,45,IEQX,84350,West,6,Lumix,Shirts,Apparel,Item G,196.41,1,78.25
2023,2,6,2023-06-02 0:00,81,OBQH,91812,East,7,Fynix,Shirts,Apparel,Item F,63.85,1,44.3
2023,2,6,2023-06-02 0:00,23,NAAP,81228,East,20,Dexon,Shoes,Apparel,Item P_4,196.68,4,107.89
2023,2,6,2023-06-02 0:00,40,ILBC,24444,East,25,Trion,Safety Gear,Tools,Item P_5,80.33,4,34.19
2023,2,6,2023-06-02 0:00,11,XGOY,27482,North,48,Vetra,Power Tools,Tools,Item T_3,158.3,3,52.33
2023,2,6,2023-06-02 0:00,1,MTMA,49251,North,55,Lumix,Fitness,Sports,Item R_2,82.47,2,39.77
2023,2,6,2023-06-02 0:00,54,XPLF,72961,South,92,Lumix,Decor,Gardening,Item C_4,126.6,3,65.69
2023,2,6,2023-06-02 0:00,46,CRYM,89860,East,104,Trion,Decor,Gardening,Item D_7,115.38,5,71.78
2023,2,6,2023-06-02 0:00,84,ABCX,16434,North,121,Fynix,Plants,Gardening,Item I_8,90.37,2,51.29
2023,2,6,2023-06-02 0:00,71,LSYH,89550,West,144,Quanta,Beverages,Food,Item A_8,11.32,5,6.16
2023,2,6,2023-06-03 0:00,23,NAAP,81228,East,27,Fynix,Safety Gear,Tools,Item O_2,182.59,3,113.35
2023,2,6,2023-06-03 0:00,46,CRYM,89860,East,27,Fynix,Safety Gear,Tools,Item O_2,182.59,5,113.35
